Annual_Income,Earning_Members,Parent_Type,House_Type,Rent_Amount,Parent_Occupation,Job_Type,Loan_Burden,Medical_Expenditure,Any_Disability,Children_Studying,Annual_College_Fee,Hostel_or_DayScholar,Transport_Cost,Land_Owned,Agriculture_Income,Urban_Rural,First_Generation_Learner,Reimbursement_%
705703,4,Both Alive,Rent,55668,Govt Job,Contract,29709,88992,No,0,908760,Hostel,48824,5.34,471826,Rural,no,0
39081,1,Single Mother,Rent,20963,Business,Temporary,80428,51428,Yes,3,1955312,Hostel,1750,1.01,80781,Urban,no,100
718216,2,Single Mother,Rent,50124,Private Job,Permanent,9943,23777,No,0,378781,DayScholar,4027,8.73,36527,Rural,yes,0
355249,2,Single Father,Rent,52870,Private Job,Self-employed,174312,57939,Yes,1,682636,Hostel,44296,5.08,52181,Rural,no,100
219930,1,Single Mother,Rent,56547,Business,Permanent,176832,53026,Yes,4,1375359,Hostel,5745,8.08,91472,Rural,yes,100
805497,1,Both Alive,Rent,64110,Business,Permanent,21042,86450,No,4,394083,Hostel,21448,3.68,420218,Urban,yes,0
517313,1,Both Alive,Own,53554,Foreign,Permanent,43894,29553,No,1,541598,Hostel,42447,1.25,81219,Urban,no,0
214532,2,Both Alive,Rent,20936,Unemployed,Self-employed,137941,23548,No,3,1749103,Hostel,28451,0.41,405676,Rural,yes,50
612380,2,Both Alive,Own,4426,Agriculture,Contract,192150,63221,No,3,1423664,DayScholar,28207,2.82,119783,Urban,no,50
519332,4,Single Father,Own,88839,Business,Contract,56759,37265,No,2,488096,Hostel,5938,2.44,161554,Rural,no,0
316837,3,Single Mother,Own,27606,Daily Wage,Contract,105973,40701,No,0,1724327,DayScholar,12150,5.6,409663,Rural,no,50
289106,1,Single Father,Own,47832,Private Job,Permanent,44306,51287,Yes,3,1180589,Hostel,13406,0.22,179300,Rural,no,100
28295,2,Single Mother,Rent,28151,Business,Self-employed,108369,6727,No,1,191693,DayScholar,19781,5.21,83265,Urban,yes,100
13807,2,Single Mother,Own,79303,Daily Wage,Permanent,186443,50717,Yes,3,676252,DayScholar,37621,3.92,50126,Rural,yes,100
435564,1,Single Mother,Rent,11308,Daily Wage,Contract,151990,32427,Yes,4,1921741,Hostel,18325,5.77,282689,Rural,no,100
157504,3,Single Father,Rent,62522,Daily Wage,Contract,28379,16692,No,0,743946,Hostel,3148,7.02,55114,Rural,yes,50
238067,1,Single Mother,Own,45671,Foreign,Self-employed,120667,31625,Yes,2,963646,Hostel,28879,6.34,355884,Rural,yes,100
485008,3,Single Father,Rent,90306,Foreign,Permanent,134034,24918,Yes,0,448895,Hostel,49011,9.85,206422,Rural,yes,100
975358,2,Both Alive,Own,94108,Daily Wage,Temporary,144923,41136,No,4,182687,Hostel,7933,1.38,188873,Urban,no,50
957766,3,Both Alive,Own,2204,Unemployed,Temporary,117626,52409,No,4,1237201,DayScholar,9436,4.3,276034,Rural,yes,50
692440,4,Single Mother,Rent,92769,Foreign,Contract,176819,15577,No,4,1167840,Hostel,17669,4.25,121284,Urban,yes,50
394540,2,Single Father,Rent,87265,Agriculture,Self-employed,125180,85155,Yes,4,613359,Hostel,6474,4.17,314626,Rural,yes,100
877699,4,Both Alive,Own,31131,Daily Wage,Permanent,52349,99246,No,1,706362,DayScholar,47447,6.64,194469,Urban,no,0
517923,1,Single Father,Rent,52428,Agriculture,Permanent,187428,81731,No,2,1443331,Hostel,11228,4.9,394956,Rural,yes,50
166981,1,Single Father,Rent,33870,Agriculture,Contract,145817,27689,No,4,1129234,DayScholar,33538,5.17,423337,Rural,yes,50
744699,1,Single Mother,Rent,49067,Daily Wage,Contract,5730,11154,No,4,1592716,Hostel,1843,4.32,142290,Urban,no,0
19870,3,Both Alive,Own,58585,Private Job,Permanent,144993,94948,Yes,3,277531,DayScholar,73,9.92,333735,Urban,yes,100
952082,2,Single Mother,Own,21607,Unemployed,Permanent,19023,21341,No,2,1448291,Hostel,16059,9.28,88241,Rural,no,0
203196,1,Single Mother,Rent,24968,Daily Wage,Contract,176421,97554,Yes,0,1942303,DayScholar,20733,3.08,296866,Urban,no,100
248683,1,Both Alive,Rent,98934,Daily Wage,Permanent,126796,74681,No,2,664669,DayScholar,40768,1.12,311575,Urban,no,50
234677,2,Both Alive,Rent,11908,Foreign,Temporary,81533,46330,Yes,2,1033439,Hostel,25395,8.4,182615,Rural,no,100
26790,1,Single Father,Rent,26423,Daily Wage,Contract,83286,87759,Yes,2,312138,Hostel,20202,9.97,304144,Rural,no,100
643162,4,Both Alive,Rent,74707,Private Job,Permanent,41979,68416,Yes,4,244484,Hostel,13273,2.93,334119,Rural,no,100
811721,2,Single Father,Own,78257,Foreign,Contract,22837,86807,No,4,1437632,DayScholar,48889,3.58,30921,Rural,yes,0
448345,2,Single Father,Rent,61215,Govt Job,Self-employed,146069,33313,Yes,1,436941,DayScholar,33099,9.42,361409,Rural,no,100
749074,2,Single Father,Own,55835,Govt Job,Contract,104975,46900,No,0,1786618,DayScholar,7512,7.11,350891,Urban,yes,50
487462,4,Both Alive,Rent,49429,Agriculture,Contract,176111,78840,No,3,665920,Hostel,28231,2.96,161686,Rural,yes,50
539773,2,Single Mother,Own,82152,Unemployed,Self-employed,20923,34695,No,2,396354,Hostel,23274,5.81,192261,Urban,no,0
830914,4,Single Father,Rent,38458,Agriculture,Temporary,8876,30225,No,0,852997,DayScholar,37699,9.44,17601,Rural,yes,0
86188,2,Single Mother,Own,46169,Private Job,Permanent,60973,86072,No,0,1322032,Hostel,45510,8.12,93332,Rural,yes,100
529036,3,Single Mother,Rent,7659,Business,Self-employed,133959,96367,Yes,1,945709,DayScholar,22409,7.42,385398,Urban,yes,100
742129,1,Both Alive,Own,60614,Unemployed,Contract,194795,49156,No,3,398026,Hostel,46194,7.37,202615,Rural,no,50
664795,3,Single Mother,Own,77240,Govt Job,Permanent,42422,77209,Yes,2,1987675,Hostel,5113,1.78,413730,Urban,yes,100
790141,1,Single Mother,Own,32793,Agriculture,Self-employed,51413,87453,Yes,3,97566,DayScholar,41187,8.25,476528,Urban,yes,100
648249,4,Both Alive,Own,46473,Govt Job,Permanent,102484,27829,Yes,1,293473,Hostel,2881,2.76,460828,Urban,no,100
30355,3,Single Father,Own,96762,Private Job,Permanent,133913,80908,Yes,4,1293326,Hostel,45913,9.3,484102,Rural,yes,100
711131,2,Single Mother,Own,89388,Private Job,Self-employed,28756,25938,Yes,0,1913195,Hostel,46324,3.65,381148,Rural,yes,100
451015,1,Both Alive,Rent,97618,Business,Permanent,71576,59164,Yes,2,1658406,Hostel,19249,8.58,235572,Rural,yes,100
406332,1,Single Mother,Own,88330,Business,Temporary,118248,54530,Yes,4,1166813,Hostel,35343,2.66,409508,Rural,no,100
156542,3,Single Mother,Rent,55751,Foreign,Self-employed,10304,68199,No,1,1578480,DayScholar,12714,5.15,424726,Rural,yes,50
173416,4,Single Father,Rent,78915,Unemployed,Temporary,30341,60282,Yes,3,1435196,Hostel,38953,1.07,290144,Rural,yes,100
305062,3,Single Mother,Rent,54254,Private Job,Contract,135830,47801,No,0,1356365,DayScholar,8656,6.6,130439,Urban,no,50
838656,4,Both Alive,Rent,7006,Agriculture,Permanent,148082,9465,Yes,2,1146078,Hostel,5741,8.36,239691,Rural,no,100
563586,4,Single Mother,Rent,74218,Govt Job,Contract,127039,3326,Yes,4,496598,Hostel,16661,7.18,119277,Rural,no,100
501708,1,Single Father,Own,65344,Daily Wage,Contract,191830,3659,Yes,4,359454,DayScholar,31555,5.23,292527,Rural,yes,100
866651,3,Single Father,Own,33840,Business,Permanent,162730,60289,Yes,0,866051,DayScholar,28690,0.45,142857,Rural,no,100
61629,3,Both Alive,Own,32430,Daily Wage,Self-employed,180074,27594,No,3,1878521,Hostel,32833,9.33,40910,Urban,no,100
328184,4,Single Father,Rent,23091,Agriculture,Permanent,132447,4763,No,1,543037,Hostel,37030,7.05,170100,Urban,no,50
492734,3,Single Mother,Own,32983,Business,Contract,99485,88657,No,3,1744719,DayScholar,5704,7.46,155927,Urban,yes,50
755195,2,Single Father,Own,23989,Daily Wage,Contract,22092,10828,Yes,3,594933,DayScholar,48123,7.95,286425,Urban,no,100
290160,2,Both Alive,Own,75451,Unemployed,Self-employed,131562,47588,Yes,3,223933,DayScholar,41362,7.48,375982,Urban,no,100
548248,3,Single Father,Own,18990,Agriculture,Permanent,3729,11221,Yes,0,1111751,DayScholar,12175,4.41,4841,Rural,no,100
820023,3,Single Father,Own,90270,Govt Job,Contract,137046,11211,No,0,1011720,Hostel,12696,7.34,97204,Urban,no,50
213920,4,Single Father,Rent,80360,Unemployed,Temporary,118222,13569,Yes,1,990213,Hostel,39023,6.25,60155,Urban,no,100
889765,2,Both Alive,Own,36081,Agriculture,Contract,85216,96894,No,3,158395,Hostel,40209,8.54,420134,Rural,yes,0
242804,2,Single Father,Rent,11033,Foreign,Contract,83860,37860,No,0,60762,Hostel,28054,8.02,318457,Rural,yes,50
376965,1,Single Father,Rent,16241,Business,Self-employed,96870,71558,Yes,1,598510,Hostel,21076,0.41,259589,Urban,no,100
460857,4,Single Mother,Rent,5939,Private Job,Temporary,21398,45337,Yes,1,437709,DayScholar,14986,3.79,261140,Rural,no,100
822827,1,Both Alive,Rent,47562,Govt Job,Contract,34650,52311,No,3,1247976,DayScholar,46118,0.35,373832,Rural,no,0
504492,2,Single Father,Rent,35063,Unemployed,Contract,152364,13515,No,2,265539,DayScholar,14440,1.02,148515,Urban,yes,50
653983,4,Both Alive,Own,76721,Unemployed,Temporary,103889,71695,No,3,1070789,Hostel,7960,6.01,425466,Rural,yes,50
415916,3,Single Father,Own,27045,Daily Wage,Permanent,3159,87227,Yes,2,631655,DayScholar,22462,8.74,132994,Urban,yes,100
821052,4,Single Father,Own,44769,Business,Permanent,98162,24904,Yes,1,1035336,Hostel,17821,1.2,294120,Urban,yes,100
758574,3,Single Father,Rent,47118,Private Job,Contract,193838,59935,Yes,0,1760866,Hostel,27258,4.51,143063,Rural,no,100
128148,3,Single Mother,Own,84703,Agriculture,Contract,102834,43790,Yes,4,1217361,Hostel,27353,9.11,104405,Urban,no,100
806991,4,Single Mother,Own,21625,Private Job,Permanent,148137,68580,Yes,1,1690021,DayScholar,23416,8.14,53744,Urban,no,100
486261,3,Single Mother,Rent,27076,Business,Self-employed,21638,75148,Yes,0,1812272,Hostel,22115,5.2,415949,Rural,no,100
355540,1,Both Alive,Rent,64805,Business,Temporary,1073,5636,No,1,1091159,Hostel,46433,7.72,2473,Rural,yes,50
192714,2,Both Alive,Rent,44605,Foreign,Temporary,177583,77129,No,3,663080,DayScholar,24968,5.23,139180,Rural,no,50
731899,3,Single Mother,Rent,84565,Foreign,Self-employed,29320,2892,No,2,89944,Hostel,22731,1.58,28715,Rural,yes,0
283876,1,Both Alive,Own,88509,Private Job,Self-employed,34924,21672,Yes,1,1080945,DayScholar,22785,1.25,244826,Urban,yes,100
259747,3,Single Father,Rent,39121,Agriculture,Self-employed,171806,5812,No,0,1761864,Hostel,39397,1.88,253856,Rural,no,50
615650,2,Single Father,Rent,65101,Private Job,Self-employed,68116,96621,Yes,3,1960852,DayScholar,13828,3.51,239419,Rural,yes,100
423570,1,Single Father,Own,31433,Business,Self-employed,171097,654,Yes,4,1078086,Hostel,4541,9.31,252508,Urban,yes,100
275987,2,Single Mother,Own,43309,Business,Self-employed,2159,54633,No,3,1050444,Hostel,40644,8.0,425426,Urban,no,50
638353,2,Both Alive,Rent,67468,Daily Wage,Temporary,48940,17143,Yes,2,22120,DayScholar,13311,4.33,299461,Urban,yes,100
858158,1,Single Mother,Own,44254,Foreign,Self-employed,79436,55934,No,3,634135,Hostel,30531,4.93,327660,Urban,yes,0
17640,1,Both Alive,Rent,67293,Daily Wage,Permanent,14678,67334,No,4,632863,DayScholar,14588,2.66,164434,Rural,no,100
52528,1,Single Father,Rent,96258,Govt Job,Self-employed,192147,29087,Yes,0,1449989,Hostel,49416,7.04,54604,Rural,yes,100
824845,4,Single Mother,Own,37853,Business,Self-employed,178276,11618,No,1,1326015,DayScholar,12380,8.03,4889,Urban,yes,50
259214,1,Both Alive,Own,38405,Daily Wage,Temporary,143093,8446,No,2,554748,Hostel,42645,2.39,220629,Urban,no,50
839070,1,Both Alive,Rent,66652,Private Job,Temporary,137844,87182,No,4,549251,Hostel,17818,0.42,335892,Urban,yes,50
970240,1,Single Father,Rent,43527,Foreign,Self-employed,67163,48867,No,2,1922124,Hostel,30857,6.24,294115,Urban,no,0
501108,1,Single Mother,Rent,77227,Foreign,Temporary,154536,51028,Yes,3,561616,DayScholar,21711,5.63,50551,Rural,yes,100
634421,3,Single Mother,Own,492,Agriculture,Contract,51137,60101,No,2,881061,DayScholar,5097,4.02,134273,Urban,yes,0
368501,4,Single Mother,Rent,93418,Private Job,Temporary,161304,27200,No,4,134034,DayScholar,28393,6.44,237230,Rural,no,50
724226,2,Single Father,Rent,8811,Agriculture,Temporary,61497,95107,No,1,1604469,DayScholar,22076,5.51,236139,Urban,no,0
150159,1,Single Mother,Rent,93344,Daily Wage,Temporary,100485,88074,Yes,1,1955909,DayScholar,18738,2.51,108957,Rural,yes,100
172502,3,Single Father,Rent,24272,Unemployed,Temporary,182520,61465,No,2,1234461,Hostel,29317,3.98,89882,Rural,no,50
155576,3,Single Father,Rent,93935,Govt Job,Permanent,105468,86436,Yes,0,1236019,Hostel,39229,4.28,300102,Rural,yes,100
924618,3,Single Father,Own,72010,Private Job,Permanent,901,87892,No,2,642529,Hostel,7044,8.8,210323,Rural,no,0
865291,2,Both Alive,Rent,92492,Private Job,Permanent,87980,88559,No,3,844030,Hostel,5497,9.61,267825,Urban,yes,0
886089,1,Single Mother,Rent,47153,Private Job,Self-employed,107594,39148,No,1,201848,Hostel,13751,8.93,101982,Rural,yes,50
928479,4,Single Mother,Rent,54110,Agriculture,Self-employed,2881,82928,Yes,1,264289,DayScholar,29882,7.19,46870,Urban,yes,100
11023,4,Single Father,Rent,13979,Daily Wage,Contract,29863,20698,Yes,1,1917266,Hostel,42072,5.85,390540,Rural,yes,100
545735,3,Single Father,Own,28328,Private Job,Permanent,136694,42470,Yes,0,837401,DayScholar,43194,6.89,213328,Rural,yes,100
388043,2,Single Mother,Own,12867,Unemployed,Self-employed,132450,92071,Yes,0,1750848,Hostel,43826,9.39,329347,Urban,no,100
286103,2,Single Father,Own,59234,Private Job,Temporary,45201,51660,Yes,4,179446,DayScholar,22449,2.5,159224,Urban,no,100
66203,2,Single Mother,Rent,25851,Foreign,Temporary,59251,53910,Yes,2,1786238,DayScholar,44028,5.35,50061,Rural,yes,100
905588,4,Both Alive,Rent,31279,Govt Job,Permanent,72572,35450,No,2,72784,DayScholar,33402,6.9,188691,Rural,yes,0
160775,3,Single Father,Own,96063,Foreign,Contract,39255,56463,Yes,3,977386,Hostel,32543,6.79,58235,Urban,no,100
9337,1,Single Mother,Own,73402,Foreign,Contract,63212,33757,No,1,943432,Hostel,29362,2.52,466956,Rural,no,100
570715,4,Single Father,Own,15449,Govt Job,Temporary,50210,78012,Yes,0,1079850,Hostel,27315,5.87,300034,Urban,no,100
514723,3,Single Mother,Rent,76221,Unemployed,Contract,125629,70247,Yes,3,1712858,Hostel,27746,7.96,90073,Urban,no,100
323673,3,Single Mother,Rent,89080,Daily Wage,Permanent,22499,72015,Yes,3,830848,DayScholar,10057,4.75,323545,Urban,no,100
364167,1,Single Father,Own,5451,Foreign,Temporary,102552,31390,No,0,227220,DayScholar,46113,7.93,11217,Rural,yes,50
346809,1,Both Alive,Own,87178,Daily Wage,Self-employed,182700,56116,Yes,2,726358,DayScholar,42915,3.6,310495,Rural,yes,100
630075,1,Single Mother,Own,41316,Foreign,Self-employed,61360,13161,Yes,1,372578,DayScholar,21061,9.39,295885,Urban,no,100
687281,2,Single Mother,Rent,63064,Business,Contract,135675,32152,No,2,253768,Hostel,34157,5.34,413870,Urban,no,50
295451,1,Single Mother,Rent,63761,Govt Job,Temporary,127466,80171,No,3,1495148,DayScholar,45839,5.96,192386,Urban,no,50
420571,3,Both Alive,Rent,38870,Foreign,Temporary,85473,95833,No,1,1751070,Hostel,11322,0.31,263552,Urban,no,50
127016,1,Both Alive,Own,96566,Business,Self-employed,143704,20836,No,4,1518834,DayScholar,4276,1.7,42903,Rural,no,50
791267,3,Single Father,Own,30873,Agriculture,Temporary,161679,90367,Yes,3,1896318,DayScholar,12306,6.33,215280,Urban,no,100
544447,4,Both Alive,Rent,58627,Business,Temporary,91873,66543,No,2,1045108,DayScholar,34017,4.2,107042,Rural,no,0
497562,2,Single Father,Own,66155,Private Job,Temporary,65756,55648,Yes,2,877190,Hostel,27742,5.08,243725,Urban,no,100
702965,4,Single Father,Rent,99186,Foreign,Contract,178066,26331,Yes,2,153435,Hostel,31600,0.63,132290,Rural,no,100
383934,4,Both Alive,Own,25372,Business,Temporary,194454,10763,No,0,488365,DayScholar,17629,8.34,181644,Rural,yes,50
892048,3,Single Father,Own,3642,Daily Wage,Permanent,56344,69444,Yes,3,972067,DayScholar,8245,7.85,452014,Rural,no,100
955592,4,Both Alive,Own,28001,Agriculture,Contract,184847,93109,No,1,827060,DayScholar,31414,1.85,494897,Rural,no,50
865184,3,Single Father,Own,34064,Unemployed,Temporary,138421,19187,Yes,2,1562712,Hostel,43870,6.34,384333,Rural,yes,100
317428,1,Both Alive,Rent,94826,Foreign,Temporary,71154,11957,No,2,1048457,Hostel,30098,8.18,109268,Urban,yes,50
319187,1,Both Alive,Own,14122,Private Job,Permanent,27464,4379,No,0,1128248,Hostel,48994,6.41,30105,Urban,yes,50
690907,3,Single Father,Rent,24820,Unemployed,Contract,173696,27959,No,1,1629110,DayScholar,10588,3.1,69634,Rural,no,50
883439,1,Single Mother,Rent,68431,Business,Self-employed,121897,82018,No,3,938665,Hostel,442,6.56,379570,Urban,no,50
82844,2,Single Father,Rent,55745,Unemployed,Self-employed,37344,27105,No,4,504209,DayScholar,39744,2.1,458279,Urban,no,100
551820,4,Both Alive,Own,50081,Unemployed,Contract,83791,877,No,0,623398,Hostel,37443,3.18,138691,Urban,no,0
165421,2,Single Mother,Rent,70902,Agriculture,Temporary,155371,48353,Yes,3,1544230,DayScholar,11803,2.4,405155,Urban,yes,100
122402,4,Single Father,Rent,8711,Unemployed,Temporary,179047,83788,Yes,4,274954,DayScholar,40721,5.57,18226,Urban,no,100
118012,1,Single Father,Rent,85132,Unemployed,Self-employed,132534,96870,Yes,2,1773796,Hostel,37145,1.08,25322,Urban,no,100
438661,2,Single Father,Own,18793,Foreign,Self-employed,120209,84585,No,2,1266847,DayScholar,10599,9.33,379648,Urban,yes,50
398929,1,Single Mother,Own,8199,Agriculture,Self-employed,81441,83308,Yes,1,605976,DayScholar,7058,3.34,320359,Rural,no,100
580466,4,Both Alive,Rent,76253,Private Job,Permanent,90456,51567,No,4,861980,DayScholar,17206,2.19,410094,Urban,no,0
573695,3,Single Father,Own,36191,Business,Self-employed,81788,57913,Yes,2,1776299,Hostel,11894,4.97,399776,Urban,no,100
463556,3,Single Father,Rent,10211,Agriculture,Permanent,171653,2637,Yes,2,283306,DayScholar,2939,2.77,431494,Urban,no,100
575278,2,Single Father,Rent,63069,Agriculture,Contract,14175,72778,No,1,1932866,Hostel,22149,5.35,167284,Rural,yes,0
993176,1,Single Father,Own,88896,Govt Job,Temporary,137263,42025,Yes,3,607823,Hostel,1031,3.49,94835,Rural,yes,100
129473,1,Single Father,Rent,56746,Agriculture,Self-employed,83434,99508,Yes,2,410435,DayScholar,10208,1.32,255027,Urban,yes,100
983049,2,Both Alive,Own,21542,Govt Job,Temporary,84518,82464,Yes,0,605152,Hostel,562,2.66,73079,Rural,yes,100
478007,3,Both Alive,Own,31312,Business,Temporary,66537,28742,No,0,1717557,DayScholar,43498,4.38,23946,Rural,no,50
844573,4,Single Father,Rent,45242,Unemployed,Self-employed,115721,11831,Yes,3,1176947,Hostel,49492,0.3,162812,Urban,no,100
417009,2,Single Mother,Own,93783,Foreign,Self-employed,47645,85092,No,4,1672656,DayScholar,20951,7.71,372877,Rural,no,50
318714,4,Both Alive,Own,87893,Foreign,Contract,23283,90879,Yes,1,709793,Hostel,48920,6.22,7253,Urban,yes,100
226156,3,Single Mother,Rent,55388,Business,Permanent,86971,88370,Yes,0,523214,DayScholar,46766,6.01,79311,Rural,yes,100
168964,1,Both Alive,Rent,27691,Business,Permanent,92759,46762,Yes,0,1528642,DayScholar,28351,5.46,294957,Urban,yes,100
525303,3,Single Father,Own,77960,Daily Wage,Temporary,190195,98958,Yes,3,791704,DayScholar,18680,5.9,457547,Rural,no,100
61813,2,Both Alive,Own,84388,Unemployed,Self-employed,102780,88741,No,4,1124764,DayScholar,49386,9.35,420848,Urban,no,100
27712,1,Single Father,Rent,22601,Business,Contract,161096,18830,Yes,4,1244599,Hostel,21586,0.09,310509,Urban,yes,100
624785,2,Both Alive,Own,18020,Agriculture,Contract,180702,55044,No,3,1926726,Hostel,9308,0.48,67593,Rural,yes,50
925919,2,Single Father,Own,8155,Foreign,Contract,30734,73948,No,0,772476,DayScholar,9609,1.91,426647,Urban,no,0
767214,3,Single Father,Own,69119,Private Job,Contract,515,69202,Yes,1,570846,Hostel,29495,1.67,430652,Urban,no,100
112816,2,Single Father,Own,81051,Foreign,Contract,110782,37045,Yes,0,138938,DayScholar,17675,1.81,149485,Rural,no,100
128778,3,Single Father,Own,36777,Govt Job,Permanent,66727,86322,No,4,1205307,DayScholar,28064,6.72,226833,Urban,yes,50
586580,1,Single Mother,Own,19710,Foreign,Permanent,109164,71051,No,0,1879421,Hostel,8720,4.59,38485,Urban,yes,50
285977,3,Single Father,Own,24532,Daily Wage,Permanent,46216,26627,Yes,1,806867,Hostel,42940,9.92,199304,Rural,yes,100
135230,1,Single Mother,Rent,18601,Unemployed,Self-employed,71833,15198,Yes,2,784560,DayScholar,14457,2.27,373648,Urban,yes,100
718040,3,Single Mother,Rent,63227,Business,Temporary,58755,69521,Yes,0,1610931,Hostel,2939,3.11,278245,Rural,no,100
806741,4,Single Father,Rent,4967,Unemployed,Contract,27856,29475,Yes,3,622082,DayScholar,47113,9.84,8831,Urban,no,100
