Annual_Income,Earning_Members,Parent_Type,House_Type,Parent_Occupation,Land_Owned_Acres,Children_Studying,Any_Disability,Urban_Rural,First_Generation_Learner,Rent_Amount,Job_Type,Loan_Burden,Medical_Expenditure,Annual_College_Fee,Hostel_or_DayScholar,Transport_Cost,Agriculture_Income,Reimbursement_%
731000,3,Both Alive,Own,Daily Wage,0.08,3,No,Urban,Yes,0,Daily Income,200000,7943,105751,DayScholar,2948,0,81.18
120000,3,Both Alive,Own,Agriculture,0.86,1,No,Rural,No,0,Daily Income,100000,1817,79606,Hostel,0,65706,100.0
693000,2,Both Alive,Own,Unemployed,1.92,1,No,Urban,No,0,None,150000,1200,146973,Hostel,0,0,50.16
110000,2,Both Alive,Rent,Daily Wage,1.29,0,No,Urban,No,4576,Daily Income,0,8027,60694,Hostel,0,0,88.3
462000,3,Single Parent,Rent,Unemployed,0.45,2,No,Rural,No,1943,None,50000,4883,61253,DayScholar,3996,0,94.76
64000,3,Both Alive,Own,Agriculture,0.09,1,No,Rural,Yes,0,Daily Income,50000,10893,54230,DayScholar,3453,139586,100.0
525000,1,Both Alive,Own,Agriculture,0.23,0,No,Rural,Yes,0,Daily Income,50000,2093,83974,DayScholar,1535,80964,86.66
663000,1,Single Parent,Rent,Unemployed,0.79,3,No,Rural,Yes,6235,None,100000,12679,93545,DayScholar,1858,0,91.03
741000,2,Both Alive,Own,Private Job,0.23,3,No,Urban,Yes,0,Salaried,200000,13637,46925,DayScholar,1490,0,79.08
593000,3,Both Alive,Own,Government Job,0.79,0,No,Urban,Yes,0,Salaried,200000,4645,36033,DayScholar,1538,0,74.61
464000,2,Both Alive,Rent,Daily Wage,0.26,2,No,Rural,No,6896,Daily Income,150000,9922,92461,DayScholar,527,0,96.35
572000,3,Both Alive,Rent,Daily Wage,1.89,0,No,Urban,Yes,4965,Daily Income,150000,7207,32665,Hostel,0,0,69.53
704000,1,Single Parent,Rent,Private Job,0.51,0,No,Rural,Yes,4211,Salaried,150000,7497,57025,Hostel,0,0,85.92
292000,2,Both Alive,Rent,Private Job,0.28,1,No,Urban,No,3907,Salaried,0,7526,53533,DayScholar,1332,0,88.8
583000,2,Single Parent,Rent,Private Job,1.67,0,No,Rural,No,2122,Salaried,150000,3112,75897,DayScholar,749,0,76.9
405000,3,Both Alive,Own,Business,0.42,0,No,Rural,Yes,0,Self Employed,50000,11829,107661,Hostel,0,0,82.86
105000,1,Single Parent,Rent,Business,0.12,3,No,Rural,No,7604,Self Employed,0,7899,50998,Hostel,0,0,100.0
605000,2,Both Alive,Own,Unemployed,0.84,1,No,Rural,No,0,None,50000,2408,148980,DayScholar,597,0,62.47
137000,1,Single Parent,Rent,Business,0.87,3,Yes,Rural,Yes,3223,Self Employed,10000,7454,91248,DayScholar,2338,0,100.0
789000,2,Both Alive,Own,Agriculture,1.25,3,No,Urban,Yes,0,Daily Income,0,14474,134493,Hostel,0,38637,60.3
132000,1,Single Parent,Rent,Unemployed,0.27,2,No,Urban,Yes,3419,None,100000,14528,53057,DayScholar,1562,0,100.0
308000,3,Both Alive,Own,Daily Wage,0.59,2,No,Urban,Yes,0,Daily Income,200000,14131,109244,DayScholar,3609,0,100.0
106000,2,Both Alive,Own,Government Job,0.33,1,No,Rural,Yes,0,Salaried,50000,2290,113608,DayScholar,1823,0,100.0
180000,2,Single Parent,Own,Agriculture,0.08,1,No,Rural,No,0,Daily Income,10000,8668,100631,DayScholar,2726,76172,100.0
273000,1,Both Alive,Own,Daily Wage,2.09,2,No,Rural,No,0,Daily Income,100000,3428,127031,DayScholar,1391,0,79.65
298000,1,Single Parent,Rent,Daily Wage,1.31,2,No,Urban,No,2081,Daily Income,0,14748,142713,Hostel,0,0,89.54
115000,2,Both Alive,Rent,Unemployed,0.36,2,No,Rural,No,7543,None,10000,9780,135887,Hostel,0,0,100.0
409000,3,Both Alive,Own,Private Job,0.91,2,No,Rural,No,0,Salaried,100000,8181,97173,DayScholar,3297,0,81.86
166000,1,Both Alive,Own,Private Job,0.22,2,No,Urban,Yes,0,Salaried,10000,5751,110206,DayScholar,1687,0,99.59
107000,1,Both Alive,Own,Agriculture,2.21,3,No,Urban,Yes,0,Daily Income,100000,11073,68734,Hostel,0,167351,94.6
632000,1,Both Alive,Own,Private Job,0.12,1,No,Urban,No,0,Salaried,50000,4627,92072,DayScholar,596,0,63.56
396000,2,Both Alive,Own,Daily Wage,0.0,3,No,Rural,Yes,0,Daily Income,0,5463,94175,DayScholar,2856,0,92.53
85000,2,Both Alive,Rent,Private Job,0.7,3,No,Rural,Yes,3499,Salaried,10000,11637,132974,Hostel,0,0,100.0
316000,2,Both Alive,Own,Business,0.87,0,No,Urban,No,0,Self Employed,0,12261,93783,Hostel,0,0,70.55
67000,2,Both Alive,Own,Private Job,0.87,3,No,Rural,No,0,Salaried,100000,14054,124194,Hostel,0,0,100.0
684000,3,Both Alive,Own,Daily Wage,0.06,2,No,Urban,Yes,0,Daily Income,150000,5811,100739,DayScholar,2796,0,77.56
312000,3,Both Alive,Own,Unemployed,0.38,2,No,Rural,No,0,None,50000,9857,117054,DayScholar,2792,0,89.46
751000,2,Both Alive,Own,Agriculture,0.69,0,No,Rural,Yes,0,Daily Income,50000,14471,81042,DayScholar,2798,106821,67.15
778000,3,Both Alive,Rent,Government Job,0.24,0,No,Rural,No,3156,Salaried,0,9292,82357,DayScholar,2670,0,57.7
362000,1,Single Parent,Own,Private Job,2.06,0,No,Urban,Yes,0,Salaried,50000,2525,38669,DayScholar,824,0,74.04
698000,1,Single Parent,Own,Daily Wage,0.09,0,No,Rural,No,0,Daily Income,200000,10276,143272,DayScholar,1485,0,80.29
115000,1,Both Alive,Own,Government Job,0.67,0,No,Rural,Yes,0,Salaried,100000,8315,97902,DayScholar,3048,0,100.0
785000,2,Both Alive,Own,Government Job,1.18,3,No,Urban,No,0,Salaried,50000,1487,48910,DayScholar,1186,0,49.19
585000,1,Single Parent,Own,Business,0.3,0,No,Urban,Yes,0,Self Employed,50000,5810,86959,DayScholar,2239,0,75.98
533000,3,Both Alive,Rent,Government Job,0.98,3,No,Rural,Yes,6219,Salaried,100000,2465,126623,Hostel,0,0,89.9
87000,2,Both Alive,Rent,Unemployed,1.77,1,No,Rural,Yes,3868,None,10000,7816,30366,DayScholar,3637,0,99.03
137000,3,Both Alive,Rent,Daily Wage,0.21,0,No,Rural,Yes,5494,Daily Income,50000,10131,78415,Hostel,0,0,100.0
275000,1,Both Alive,Own,Daily Wage,2.49,0,No,Rural,Yes,0,Daily Income,150000,13307,39907,DayScholar,558,0,79.64
445000,1,Both Alive,Own,Private Job,0.81,3,No,Rural,Yes,0,Salaried,100000,14546,134910,DayScholar,3278,0,89.41
424000,1,Both Alive,Own,Private Job,0.36,1,No,Urban,No,0,Salaried,0,1368,125825,Hostel,0,0,71.21
725000,2,Orphan,Rent,Private Job,0.56,3,No,Urban,No,5895,Salaried,0,2563,62780,Hostel,0,0,83.18
585000,3,Single Parent,Rent,Unemployed,0.37,3,No,Rural,Yes,5998,None,150000,14619,87879,DayScholar,2813,0,100.0
758000,2,Both Alive,Own,Government Job,1.29,0,No,Rural,No,0,Salaried,0,1629,115159,DayScholar,2176,0,40.99
371000,2,Both Alive,Own,Government Job,1.59,2,No,Rural,Yes,0,Salaried,200000,4878,65085,Hostel,0,0,91.79
66000,1,Single Parent,Own,Business,1.79,2,No,Rural,Yes,0,Self Employed,100000,13148,95499,DayScholar,3445,0,100.0
62000,2,Both Alive,Rent,Unemployed,4.25,3,No,Rural,Yes,5848,None,10000,12421,50426,Hostel,0,0,82.97
682000,2,Both Alive,Rent,Private Job,1.57,0,No,Rural,Yes,7353,Salaried,100000,5654,78197,Hostel,0,0,65.29
422000,1,Both Alive,Own,Agriculture,0.92,1,No,Rural,Yes,0,Daily Income,50000,6756,37485,Hostel,0,166450,89.94
567000,2,Single Parent,Own,Business,0.41,2,No,Rural,No,0,Self Employed,0,6951,79527,Hostel,0,0,76.18
333000,1,Both Alive,Rent,Agriculture,0.79,1,No,Urban,Yes,7560,Daily Income,0,2434,94600,DayScholar,3522,47924,97.18
565000,1,Single Parent,Own,Government Job,0.04,2,No,Rural,Yes,0,Salaried,100000,13746,128560,DayScholar,1088,0,93.76
798000,1,Single Parent,Own,Business,1.37,0,No,Urban,Yes,0,Self Employed,200000,1576,145137,DayScholar,2171,0,63.35
74000,1,Both Alive,Own,Business,0.59,3,No,Rural,No,0,Self Employed,0,5700,121005,DayScholar,1416,0,100.0
251000,2,Both Alive,Rent,Daily Wage,0.02,1,No,Rural,No,4838,Daily Income,150000,2139,111439,Hostel,0,0,100.0
690000,1,Both Alive,Own,Government Job,0.06,1,No,Rural,No,0,Salaried,100000,10084,98748,DayScholar,1417,0,68.21
544000,1,Both Alive,Own,Government Job,0.49,3,No,Rural,No,0,Salaried,0,6885,88528,Hostel,0,0,71.95
87000,2,Both Alive,Rent,Unemployed,0.88,1,No,Urban,No,5014,None,10000,8722,134479,DayScholar,2900,0,97.55
773000,2,Both Alive,Own,Business,0.62,2,No,Urban,No,0,Self Employed,200000,8496,57799,DayScholar,2336,0,64.2
98000,3,Both Alive,Own,Government Job,0.97,3,No,Rural,Yes,0,Salaried,0,1203,76339,Hostel,0,0,100.0
332000,2,Single Parent,Own,Business,0.65,2,No,Rural,No,0,Self Employed,150000,9560,46087,DayScholar,2405,0,100.0
290000,2,Both Alive,Own,Unemployed,1.08,2,No,Urban,Yes,0,None,0,5980,37446,Hostel,0,0,82.28
145000,3,Both Alive,Rent,Unemployed,0.25,0,No,Rural,No,4588,None,10000,8924,80460,Hostel,0,0,100.0
533000,2,Both Alive,Own,Daily Wage,0.12,2,No,Rural,No,0,Daily Income,200000,8277,124817,Hostel,0,0,89.03
185000,2,Both Alive,Own,Business,0.91,0,No,Rural,No,0,Self Employed,100000,13845,88260,Hostel,0,0,90.83
596000,2,Both Alive,Rent,Government Job,0.66,1,No,Urban,Yes,3223,Salaried,150000,5862,44877,Hostel,0,0,82.7
204000,2,Both Alive,Rent,Government Job,0.03,1,No,Rural,No,4466,Salaried,150000,1450,54723,Hostel,0,0,100.0
584000,3,Both Alive,Rent,Business,0.48,0,No,Rural,No,1929,Self Employed,0,8750,42943,DayScholar,3854,0,68.37
271000,2,Both Alive,Own,Business,0.11,2,No,Rural,Yes,0,Self Employed,200000,3318,40306,Hostel,0,0,100.0
84000,2,Both Alive,Own,Business,0.76,3,No,Rural,Yes,0,Self Employed,10000,4100,66784,DayScholar,1721,0,100.0
639000,3,Both Alive,Rent,Private Job,0.5,3,No,Rural,No,3959,Salaried,50000,11841,148628,DayScholar,3505,0,77.45
453000,1,Both Alive,Own,Government Job,0.95,0,No,Rural,No,0,Salaried,50000,8993,50455,DayScholar,1555,0,68.58
126000,3,Single Parent,Rent,Unemployed,1.64,1,No,Urban,Yes,7302,None,50000,8345,120027,Hostel,0,0,100.0
292000,1,Both Alive,Rent,Government Job,0.36,1,No,Urban,Yes,6773,Salaried,150000,11542,101448,Hostel,0,0,100.0
168000,3,Both Alive,Rent,Private Job,3.27,3,No,Urban,Yes,3218,Salaried,0,3444,59974,DayScholar,3418,0,80.47
205000,3,Both Alive,Own,Business,0.77,0,No,Urban,Yes,0,Self Employed,0,14833,57371,DayScholar,3912,0,84.93
170000,2,Both Alive,Own,Daily Wage,0.96,3,No,Rural,No,0,Daily Income,50000,6755,128746,DayScholar,1857,0,96.4
287000,1,Both Alive,Rent,Business,1.14,2,No,Rural,No,2808,Self Employed,50000,8080,131248,Hostel,0,0,91.86
170000,2,Both Alive,Own,Business,1.1,2,No,Rural,No,0,Self Employed,0,10615,33936,DayScholar,2269,0,88.11
529000,1,Both Alive,Own,Private Job,0.72,0,No,Urban,Yes,0,Salaried,200000,9008,63166,Hostel,0,0,79.56
93000,3,Both Alive,Rent,Government Job,0.56,0,No,Rural,No,6979,Salaried,10000,10580,55727,DayScholar,1448,0,100.0
682000,3,Both Alive,Rent,Business,0.06,2,No,Urban,Yes,3749,Self Employed,200000,5764,144000,DayScholar,2591,0,89.65
428000,1,Both Alive,Own,Government Job,0.02,1,No,Urban,Yes,0,Salaried,200000,11407,93969,Hostel,0,0,96.01
654000,2,Both Alive,Own,Agriculture,0.44,0,No,Urban,Yes,0,Daily Income,0,13477,58368,DayScholar,2266,71052,68.07
613000,2,Single Parent,Own,Unemployed,0.41,2,No,Rural,Yes,0,None,200000,10573,98531,Hostel,0,0,94.91
484000,2,Both Alive,Rent,Government Job,0.49,2,No,Urban,Yes,5541,Salaried,200000,14741,69097,DayScholar,3567,0,98.77
672000,2,Both Alive,Rent,Daily Wage,0.15,1,No,Rural,Yes,3917,Daily Income,0,12590,64984,DayScholar,2970,0,74.65
577000,3,Both Alive,Own,Unemployed,1.34,1,No,Urban,Yes,0,None,200000,12805,80859,DayScholar,3038,0,73.41
751000,3,Both Alive,Own,Daily Wage,1.94,1,No,Rural,Yes,0,Daily Income,0,8018,74291,Hostel,0,0,44.23
341000,3,Both Alive,Rent,Business,2.79,1,No,Rural,No,6721,Self Employed,100000,8622,95228,Hostel,0,0,73.41
379000,3,Both Alive,Own,Unemployed,0.68,3,No,Rural,Yes,0,None,150000,1678,122099,DayScholar,1730,0,99.01
797000,3,Both Alive,Own,Government Job,1.21,1,No,Rural,No,0,Salaried,0,4355,52150,DayScholar,517,0,42.15
502000,2,Both Alive,Rent,Unemployed,1.93,3,No,Rural,Yes,2969,None,0,14317,52061,DayScholar,1626,0,74.97
374000,2,Both Alive,Own,Business,0.54,0,No,Rural,No,0,Self Employed,200000,13565,59178,Hostel,0,0,89.64
436000,2,Both Alive,Rent,Private Job,0.37,2,No,Rural,No,2752,Salaried,0,13147,130872,Hostel,0,0,85.32
348000,2,Both Alive,Own,Daily Wage,2.76,3,No,Urban,No,0,Daily Income,50000,9023,86790,DayScholar,2971,0,63.27
496000,3,Both Alive,Own,Business,0.73,0,No,Urban,No,0,Self Employed,50000,6537,95696,DayScholar,1403,0,63.81
721000,3,Both Alive,Rent,Private Job,0.69,0,No,Urban,Yes,7500,Salaried,100000,1027,45648,DayScholar,1254,0,67.11
336000,3,Single Parent,Own,Unemployed,0.2,3,No,Rural,Yes,0,None,0,2559,91779,DayScholar,2070,0,100.0
769000,1,Both Alive,Rent,Unemployed,0.11,0,No,Rural,Yes,3709,None,200000,9790,136371,DayScholar,1336,0,81.35
641000,2,Both Alive,Rent,Business,1.85,0,No,Rural,Yes,6149,Self Employed,200000,711,66672,Hostel,0,0,73.25
562000,2,Both Alive,Own,Government Job,0.95,3,No,Rural,Yes,0,Salaried,150000,2214,99109,Hostel,0,0,84.2
683000,3,Single Parent,Own,Unemployed,0.39,0,No,Rural,No,0,None,100000,3188,90521,DayScholar,3905,0,70.52
575000,2,Both Alive,Own,Government Job,0.21,1,No,Rural,Yes,0,Salaried,200000,11022,64593,DayScholar,2696,0,88.36
409000,2,Both Alive,Own,Government Job,0.81,1,No,Rural,No,0,Salaried,150000,3766,43786,DayScholar,3170,0,83.76
505000,3,Both Alive,Own,Government Job,0.88,2,No,Urban,No,0,Salaried,200000,5649,124036,DayScholar,1931,0,79.63
409000,1,Both Alive,Own,Agriculture,0.23,0,No,Rural,No,0,Daily Income,150000,9724,39815,Hostel,0,92843,96.32
666000,1,Both Alive,Own,Private Job,1.91,2,No,Urban,No,0,Salaried,50000,1832,51966,Hostel,0,0,47.15
723000,1,Both Alive,Rent,Private Job,0.09,1,No,Rural,No,3764,Salaried,50000,14121,43794,DayScholar,2773,0,69.76
196000,3,Single Parent,Rent,Unemployed,0.44,1,No,Urban,Yes,7436,None,100000,7320,61423,DayScholar,1151,0,100.0
302000,2,Both Alive,Rent,Unemployed,1.14,1,No,Rural,Yes,6743,None,100000,10532,129480,DayScholar,2179,0,97.81
602000,3,Both Alive,Own,Government Job,0.32,0,No,Rural,No,0,Salaried,0,6391,51302,DayScholar,759,0,60.7
99000,3,Orphan,Own,Agriculture,1.76,0,No,Urban,No,0,Daily Income,50000,14515,91064,DayScholar,2252,196950,100.0
288000,2,Both Alive,Rent,Government Job,1.35,1,No,Urban,No,7844,Salaried,100000,5186,116800,Hostel,0,0,86.73
607000,1,Both Alive,Own,Agriculture,1.56,2,No,Rural,Yes,0,Daily Income,0,14502,115140,DayScholar,2127,33162,60.5
282000,1,Both Alive,Own,Government Job,0.13,2,No,Rural,No,0,Salaried,50000,10830,57835,DayScholar,2547,0,93.86
65000,3,Both Alive,Rent,Daily Wage,0.15,3,No,Rural,Yes,5870,Daily Income,0,13243,103356,DayScholar,2721,0,100.0
381000,1,Both Alive,Rent,Daily Wage,0.34,1,No,Rural,Yes,5801,Daily Income,0,4591,79282,DayScholar,2366,0,92.28
527000,3,Single Parent,Own,Business,0.73,2,No,Urban,Yes,0,Self Employed,150000,943,82714,Hostel,0,0,89.64
791000,3,Both Alive,Own,Government Job,1.38,1,No,Rural,Yes,0,Salaried,100000,12866,97035,Hostel,0,0,54.82
134000,2,Both Alive,Rent,Unemployed,1.81,2,No,Rural,Yes,2366,None,50000,10190,53814,Hostel,0,0,100.0
63000,2,Both Alive,Rent,Private Job,1.22,3,No,Rural,Yes,1592,Salaried,50000,1426,54089,Hostel,0,0,100.0
705000,2,Single Parent,Rent,Business,2.64,3,No,Urban,Yes,6661,Self Employed,200000,6746,103162,DayScholar,1291,0,74.41
177000,3,Single Parent,Rent,Unemployed,1.34,1,No,Rural,Yes,4678,None,100000,1122,85831,DayScholar,3636,0,100.0
665000,2,Single Parent,Rent,Daily Wage,0.37,2,No,Rural,No,2851,Daily Income,200000,10171,62746,DayScholar,1640,0,93.82
563000,1,Both Alive,Own,Government Job,0.31,0,No,Rural,No,0,Salaried,200000,3537,111673,DayScholar,3727,0,79.21
633000,1,Both Alive,Own,Business,1.19,3,No,Rural,Yes,0,Self Employed,100000,12077,81940,Hostel,0,0,73.2
500000,3,Both Alive,Rent,Government Job,0.21,1,No,Rural,Yes,6416,Salaried,0,12010,116796,DayScholar,3065,0,85.57
253000,3,Both Alive,Rent,Daily Wage,0.1,1,No,Rural,No,7103,Daily Income,200000,733,66476,Hostel,0,0,100.0
774000,2,Both Alive,Rent,Business,0.76,2,No,Urban,Yes,5218,Self Employed,50000,10309,56283,Hostel,0,0,64.94
451000,3,Both Alive,Own,Daily Wage,1.72,1,No,Rural,Yes,0,Daily Income,0,3191,31769,DayScholar,3809,0,66.39
85000,3,Both Alive,Own,Agriculture,0.11,3,No,Rural,No,0,Daily Income,30000,10722,72278,DayScholar,2107,167578,100.0
494000,1,Both Alive,Rent,Daily Wage,1.57,1,No,Urban,No,4595,Daily Income,150000,7902,76994,DayScholar,2339,0,74.81
232000,1,Both Alive,Rent,Government Job,1.67,1,No,Rural,Yes,6681,Salaried,200000,886,92898,Hostel,0,0,100.0
359000,2,Both Alive,Rent,Private Job,0.66,0,No,Rural,Yes,4038,Salaried,0,2134,45634,DayScholar,3557,0,87.69
704000,3,Both Alive,Rent,Daily Wage,0.06,0,No,Urban,Yes,2796,Daily Income,50000,8610,135035,Hostel,0,0,70.32
385000,3,Both Alive,Rent,Unemployed,0.19,3,No,Rural,Yes,3776,None,200000,4633,40965,Hostel,0,0,100.0
469000,1,Both Alive,Rent,Private Job,1.23,2,No,Rural,Yes,6639,Salaried,100000,9876,57566,DayScholar,566,0,88.78
177000,3,Both Alive,Rent,Agriculture,1.24,0,No,Urban,Yes,1502,Daily Income,30000,6081,82196,DayScholar,3747,147521,100.0
783000,1,Both Alive,Rent,Business,2.29,2,No,Urban,Yes,4992,Self Employed,50000,2467,128679,DayScholar,1183,0,49.7
284000,2,Both Alive,Rent,Business,0.87,3,No,Rural,No,3253,Self Employed,150000,6068,78285,DayScholar,1778,0,100.0
591000,1,Both Alive,Own,Private Job,0.13,0,No,Rural,No,0,Salaried,100000,7784,85499,DayScholar,562,0,71.16
172000,3,Single Parent,Own,Business,0.13,2,No,Urban,No,0,Self Employed,50000,8932,49420,DayScholar,1313,0,100.0
199000,2,Both Alive,Rent,Daily Wage,1.28,0,No,Rural,No,5731,Daily Income,50000,5645,55236,DayScholar,902,0,90.4
618000,1,Both Alive,Own,Private Job,0.2,3,No,Rural,Yes,0,Salaried,50000,6267,36218,DayScholar,2739,0,79.73
60000,1,Both Alive,Own,Government Job,0.4,3,No,Rural,No,0,Salaried,0,9253,79892,DayScholar,2502,0,100.0
149000,2,Both Alive,Own,Daily Wage,0.67,0,No,Rural,Yes,0,Daily Income,30000,2499,104031,DayScholar,1852,0,96.0
713000,2,Both Alive,Own,Daily Wage,0.03,2,No,Rural,Yes,0,Daily Income,100000,5401,129389,Hostel,0,0,75.96
