Annual_Income,Earning_Members,Parent_Type,House_Type,Rent_Amount,Parent_Occupation,Job_Type,Loan_Burden,Medical_Expenditure,Disability_Family,No_of_Children_Studying,Annual_College_Fee,Hostel_or_DayScholar,Transport_Cost,Land_Owned_Acres,Agriculture_Income,Urban_Rural,First_Generation_Learner
737149,1,Both Alive,Rent,7641,Agriculture,Contract,0,36279,1,2,59968,Hostel,0,3.89,52254,Urban,yes
673870,2,Single Father,Own,0,Foreign,Self-employed,190910,14788,0,2,15565,DayScholar,3541,1.77,0,Urban,yes
980922,1,Single Mother,Rent,5818,Business,Contract,0,29653,1,1,85407,Hostel,0,1.37,0,Rural,no
216635,1,Both Alive,Rent,9956,Private Job,Self-employed,0,9297,1,3,76572,DayScholar,2926,2.69,0,Urban,no
748389,1,Both Alive,Own,0,Foreign,Permanent,0,48718,1,1,45889,Hostel,0,2.01,0,Urban,yes
275519,4,Single Father,Own,0,Agriculture,Permanent,184383,17802,0,3,67158,DayScholar,1384,0.82,94795,Urban,yes
776955,2,Both Alive,Rent,7834,Daily Wage,Permanent,0,43147,1,4,48644,Hostel,0,2.07,0,Urban,yes
257415,3,Single Mother,Own,0,Private Job,Self-employed,0,229,0,4,22517,DayScholar,4939,2.69,0,Rural,no
831716,1,Single Father,Own,0,Private Job,Permanent,77439,30020,1,2,14273,DayScholar,4832,1.2,0,Rural,no
485986,2,Single Mother,Rent,5396,Private Job,Contract,0,46670,1,4,93915,Hostel,0,4.47,0,Rural,no
906111,4,Both Alive,Rent,9487,Other,Contract,163674,24792,0,4,22480,Hostel,0,3.96,0,Urban,no
773220,2,Both Alive,Own,0,Foreign,Contract,185934,21436,0,1,59746,Hostel,0,0.8,0,Urban,yes
227870,4,Both Alive,Own,0,Agriculture,Self-employed,0,44187,1,1,138748,Hostel,0,0.22,12755,Urban,yes
743096,4,Single Father,Rent,5342,Govt Job,Contract,0,32796,1,1,37677,Hostel,0,1.29,0,Rural,yes
364516,1,Single Mother,Rent,9867,Other,Contract,114866,15415,1,4,40334,DayScholar,3984,4.2,0,Urban,yes
474524,3,Both Alive,Rent,5558,Other,Permanent,0,17238,0,3,46801,Hostel,0,1.2,0,Rural,yes
424592,3,Single Mother,Own,0,Business,Contract,0,29023,0,2,144951,Hostel,0,2.48,0,Rural,yes
369893,4,Both Alive,Own,0,Private Job,Permanent,126736,35498,1,1,23180,Hostel,0,4.26,0,Rural,no
656466,4,Both Alive,Own,0,Private Job,Self-employed,107842,18197,1,4,78052,DayScholar,3852,0.08,0,Urban,yes
203449,4,Single Father,Rent,4211,Business,Self-employed,65201,22458,0,1,122646,DayScholar,4031,2.41,0,Rural,no
619539,1,Both Alive,Own,0,Govt Job,Self-employed,14878,48802,1,4,100604,Hostel,0,2.1,0,Urban,yes
977176,2,Single Father,Rent,7119,Daily Wage,Permanent,0,42185,0,2,122078,DayScholar,1872,1.28,0,Rural,no
111523,4,Single Mother,Own,0,Private Job,Contract,0,1089,0,1,96328,DayScholar,3097,1.77,0,Rural,no
412338,1,Single Mother,Own,0,Agriculture,Self-employed,0,12485,1,3,13158,Hostel,0,4.06,26923,Rural,yes
614586,3,Single Mother,Own,0,Other,Self-employed,0,48622,1,1,26069,Hostel,0,2.37,0,Urban,no
645493,1,Single Mother,Own,0,Govt Job,Contract,0,4632,1,4,71350,DayScholar,2391,4.23,0,Rural,yes
420999,2,Both Alive,Rent,9492,Govt Job,Permanent,0,41933,1,3,107076,Hostel,0,4.34,0,Rural,no
791976,1,Single Father,Rent,2847,Govt Job,Permanent,93664,42955,0,2,70550,Hostel,0,0.38,0,Urban,yes
728844,1,Single Father,Rent,8100,Other,Permanent,183237,13523,0,2,147588,Hostel,0,0.56,0,Urban,no
954509,2,Single Mother,Rent,9963,Business,Self-employed,133978,12777,1,3,96927,Hostel,0,1.41,0,Urban,yes
989514,2,Both Alive,Own,0,Other,Permanent,173156,14628,1,2,26836,Hostel,0,2.87,0,Urban,no
859589,4,Single Mother,Own,0,Govt Job,Self-employed,0,12517,0,4,110767,Hostel,0,4.07,0,Rural,no
716746,1,Single Mother,Rent,6044,Agriculture,Self-employed,0,49885,1,4,89504,Hostel,0,3.03,44782,Urban,no
906002,3,Both Alive,Rent,9293,Business,Contract,158356,20154,1,2,26544,Hostel,0,2.55,0,Urban,no
90987,2,Single Father,Own,0,Foreign,Contract,118915,42262,1,1,120081,Hostel,0,0.55,0,Rural,yes
678419,4,Both Alive,Rent,6761,Business,Permanent,0,29054,0,1,115413,Hostel,0,0.9,0,Rural,yes
337604,1,Single Mother,Own,0,Govt Job,Self-employed,122367,30320,1,3,28840,DayScholar,2253,1.25,0,Rural,no
472732,2,Single Mother,Own,0,Other,Contract,0,9302,0,3,83871,DayScholar,642,3.25,0,Rural,no
168543,2,Single Mother,Own,0,Govt Job,Self-employed,78643,5432,0,1,101389,DayScholar,4965,4.6,0,Urban,yes
498421,3,Single Mother,Own,0,Agriculture,Permanent,0,20629,0,3,110149,DayScholar,2101,2.18,29586,Urban,no
905326,3,Both Alive,Own,0,Foreign,Self-employed,0,27985,0,4,134566,Hostel,0,1.96,0,Urban,no
139834,3,Both Alive,Rent,9419,Govt Job,Self-employed,76087,33110,1,1,146863,Hostel,0,3.15,0,Urban,yes
323932,4,Both Alive,Rent,5437,Business,Permanent,74693,39036,1,1,33388,DayScholar,3348,2.68,0,Urban,yes
611311,1,Single Father,Own,0,Govt Job,Permanent,87292,21980,1,3,133484,Hostel,0,2.09,0,Urban,no
686003,3,Single Father,Rent,7172,Other,Self-employed,0,41933,0,1,57183,DayScholar,2515,2.05,0,Rural,no
709863,1,Single Father,Own,0,Agriculture,Permanent,0,38151,1,1,22264,Hostel,0,4.69,70973,Rural,yes
263849,2,Both Alive,Rent,5271,Daily Wage,Self-employed,0,12481,1,3,122849,Hostel,0,4.37,0,Urban,yes
995099,1,Single Father,Rent,4439,Foreign,Contract,0,11777,1,3,138101,Hostel,0,3.25,0,Urban,no
612025,3,Both Alive,Rent,9756,Other,Self-employed,0,47588,1,2,130206,DayScholar,2624,2.72,0,Rural,yes
561373,2,Single Mother,Own,0,Agriculture,Self-employed,174792,39230,0,3,92922,Hostel,0,4.6,39388,Urban,no
603386,3,Single Mother,Own,0,Other,Self-employed,24985,5630,1,4,58254,DayScholar,1974,0.53,0,Rural,yes
500580,2,Single Father,Rent,3572,Govt Job,Self-employed,0,33093,0,2,106101,Hostel,0,3.63,0,Rural,yes
233378,3,Single Mother,Rent,3780,Other,Contract,0,25066,1,4,128826,DayScholar,1708,3.05,0,Rural,no
339126,3,Single Father,Rent,7212,Other,Self-employed,0,42680,0,1,124759,Hostel,0,2,0,Urban,yes
957110,1,Single Mother,Rent,6369,Private Job,Self-employed,164875,37468,0,4,148946,DayScholar,643,1.41,0,Urban,no
716281,1,Single Mother,Rent,7407,Private Job,Self-employed,46643,13367,0,2,39134,Hostel,0,1.45,0,Rural,no
81825,1,Single Father,Own,0,Foreign,Permanent,0,40561,1,4,33132,DayScholar,3608,1.22,0,Urban,yes
98327,2,Single Father,Rent,8589,Agriculture,Permanent,0,3239,0,4,126817,DayScholar,1363,1.69,81726,Urban,no
68918,2,Single Father,Rent,2431,Agriculture,Self-employed,167256,35654,0,3,99888,DayScholar,3317,0.15,34888,Rural,no
272696,4,Both Alive,Own,0,Private Job,Permanent,198988,19875,0,4,103736,Hostel,0,0.37,0,Rural,no
597881,3,Both Alive,Rent,6649,Foreign,Contract,73075,40857,1,1,81265,Hostel,0,2.35,0,Rural,no
796417,4,Both Alive,Rent,3351,Private Job,Contract,0,18668,1,3,51486,Hostel,0,1.25,0,Urban,yes
426789,4,Both Alive,Own,0,Daily Wage,Self-employed,147365,31853,0,2,123888,DayScholar,2398,4.06,0,Rural,yes
82602,2,Single Father,Own,0,Private Job,Contract,0,8152,0,2,94653,Hostel,0,2.01,0,Urban,no
428419,3,Both Alive,Rent,3723,Business,Self-employed,0,29003,1,2,33542,DayScholar,978,0.76,0,Rural,no
149380,3,Single Father,Own,0,Agriculture,Self-employed,186975,6512,1,1,22398,Hostel,0,1.56,90399,Urban,no
783933,2,Single Mother,Own,0,Private Job,Permanent,0,10859,0,4,97083,Hostel,0,4.7,0,Urban,no
755470,2,Both Alive,Own,0,Business,Self-employed,0,17949,1,4,53763,DayScholar,1471,1.29,0,Urban,yes
733294,3,Single Mother,Rent,2753,Private Job,Self-employed,133768,45150,1,1,33939,Hostel,0,1.65,0,Rural,no
906102,3,Both Alive,Rent,6032,Agriculture,Permanent,127556,26484,1,2,53995,Hostel,0,1.78,30711,Urban,no
172990,1,Both Alive,Rent,7075,Other,Self-employed,137124,19818,1,2,13592,Hostel,0,0.8,0,Rural,no
824213,3,Single Mother,Rent,2239,Business,Contract,37334,40764,1,2,43457,DayScholar,2282,0.11,0,Urban,yes
643761,3,Single Father,Own,0,Business,Self-employed,143381,31372,1,4,36915,Hostel,0,0.42,0,Urban,yes
791845,3,Single Father,Own,0,Agriculture,Self-employed,122760,41646,0,3,34426,Hostel,0,3.52,82780,Rural,yes
378193,2,Both Alive,Rent,9902,Agriculture,Contract,0,15068,0,4,24668,DayScholar,4276,1.4,75166,Urban,no
